Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[strain]	Characteristics[individual]	Characteristics[age]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[genotype]	Characteristics[organism part]	Characteristics[sampling site]	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[end bias]	Comment[input molecule]	Comment[library construction]	Comment[primer]	Comment[single cell isolation]	Comment[spike in]	Protocol REF	Performer	Assay Name	Comment[technical replicate group]	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Factor Value[single cell identifier]
Sample 213	ERS13532125	SAMEA111438703	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 213	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1213_S213_L002	group 128	sequencing assay	ERX9850260	P8467_1213_S213_L002_R1_001.fastq.gz	P8467_1213_S213_L002_R1_001.fastq.gz	ERR10315904	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/004/ERR10315904/ERR10315904.fastq.gz	213
Sample 214	ERS13532126	SAMEA111438704	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 214	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_L3_S214_L002	group 129	sequencing assay	ERX9850261	20180217_Lane2_Skin_L3_S214_L002_R1_001.fastq.gz	20180217_Lane2_Skin_L3_S214_L002_R1_001.fastq.gz	ERR10315905	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/005/ERR10315905/ERR10315905.fastq.gz	214
Sample 214	ERS13532126	SAMEA111438704	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 214	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1214_S214_L002	group 129	sequencing assay	ERX9850261	P8467_1214_S214_L002_R1_001.fastq.gz	P8467_1214_S214_L002_R1_001.fastq.gz	ERR10315906	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/006/ERR10315906/ERR10315906.fastq.gz	214
Sample 214	ERS13532126	SAMEA111438704	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 214	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_L3_S214_L001	group 129	sequencing assay	ERX9850261	20180217_Lane1_Skin_L3_S214_L001_R1_001.fastq.gz	20180217_Lane1_Skin_L3_S214_L001_R1_001.fastq.gz	ERR10315907	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/007/ERR10315907/ERR10315907.fastq.gz	214
Sample 214	ERS13532126	SAMEA111438704	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 214	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_L3_S214_L003	group 129	sequencing assay	ERX9850261	20180217_Lane3_Skin_L3_S214_L003_R1_001.fastq.gz	20180217_Lane3_Skin_L3_S214_L003_R1_001.fastq.gz	ERR10315908	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/008/ERR10315908/ERR10315908.fastq.gz	214
Sample 214	ERS13532126	SAMEA111438704	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 214	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1214_S214_L001	group 129	sequencing assay	ERX9850261	P8467_1214_S214_L001_R1_001.fastq.gz	P8467_1214_S214_L001_R1_001.fastq.gz	ERR10315909	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/009/ERR10315909/ERR10315909.fastq.gz	214
Sample 215	ERS13532127	SAMEA111438705	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 215	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_N3_S215_L001	group 130	sequencing assay	ERX9850262	20180217_Lane1_Skin_N3_S215_L001_R1_001.fastq.gz	20180217_Lane1_Skin_N3_S215_L001_R1_001.fastq.gz	ERR10315910	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/010/ERR10315910/ERR10315910.fastq.gz	215
Sample 215	ERS13532127	SAMEA111438705	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 215	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_N3_S215_L002	group 130	sequencing assay	ERX9850262	20180217_Lane2_Skin_N3_S215_L002_R1_001.fastq.gz	20180217_Lane2_Skin_N3_S215_L002_R1_001.fastq.gz	ERR10315911	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/011/ERR10315911/ERR10315911.fastq.gz	215
Sample 215	ERS13532127	SAMEA111438705	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 215	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1215_S215_L002	group 130	sequencing assay	ERX9850262	P8467_1215_S215_L002_R1_001.fastq.gz	P8467_1215_S215_L002_R1_001.fastq.gz	ERR10315912	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/012/ERR10315912/ERR10315912.fastq.gz	215
Sample 215	ERS13532127	SAMEA111438705	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 215	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1215_S215_L001	group 130	sequencing assay	ERX9850262	P8467_1215_S215_L001_R1_001.fastq.gz	P8467_1215_S215_L001_R1_001.fastq.gz	ERR10315913	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/013/ERR10315913/ERR10315913.fastq.gz	215
Sample 215	ERS13532127	SAMEA111438705	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 215	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_N3_S215_L003	group 130	sequencing assay	ERX9850262	20180217_Lane3_Skin_N3_S215_L003_R1_001.fastq.gz	20180217_Lane3_Skin_N3_S215_L003_R1_001.fastq.gz	ERR10315914	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/014/ERR10315914/ERR10315914.fastq.gz	215
Sample 216	ERS13532128	SAMEA111438706	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 216	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1216_S216_L001	group 131	sequencing assay	ERX9850263	P8467_1216_S216_L001_R1_001.fastq.gz	P8467_1216_S216_L001_R1_001.fastq.gz	ERR10315915	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/015/ERR10315915/ERR10315915.fastq.gz	216
Sample 216	ERS13532128	SAMEA111438706	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 216	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1216_S216_L002	group 131	sequencing assay	ERX9850263	P8467_1216_S216_L002_R1_001.fastq.gz	P8467_1216_S216_L002_R1_001.fastq.gz	ERR10315916	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/016/ERR10315916/ERR10315916.fastq.gz	216
Sample 216	ERS13532128	SAMEA111438706	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 216	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_P3_S216_L002	group 131	sequencing assay	ERX9850263	20180217_Lane2_Skin_P3_S216_L002_R1_001.fastq.gz	20180217_Lane2_Skin_P3_S216_L002_R1_001.fastq.gz	ERR10315917	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/017/ERR10315917/ERR10315917.fastq.gz	216
Sample 216	ERS13532128	SAMEA111438706	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 216	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_P3_S216_L001	group 131	sequencing assay	ERX9850263	20180217_Lane1_Skin_P3_S216_L001_R1_001.fastq.gz	20180217_Lane1_Skin_P3_S216_L001_R1_001.fastq.gz	ERR10315918	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/018/ERR10315918/ERR10315918.fastq.gz	216
Sample 216	ERS13532128	SAMEA111438706	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 216	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_P3_S216_L003	group 131	sequencing assay	ERX9850263	20180217_Lane3_Skin_P3_S216_L003_R1_001.fastq.gz	20180217_Lane3_Skin_P3_S216_L003_R1_001.fastq.gz	ERR10315919	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/019/ERR10315919/ERR10315919.fastq.gz	216
Sample 217	ERS13532129	SAMEA111438707	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 217	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_B4_S217_L002	group 132	sequencing assay	ERX9850264	20180217_Lane2_Skin_B4_S217_L002_R1_001.fastq.gz	20180217_Lane2_Skin_B4_S217_L002_R1_001.fastq.gz	ERR10315920	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/020/ERR10315920/ERR10315920.fastq.gz	217
Sample 217	ERS13532129	SAMEA111438707	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 217	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_B4_S217_L001	group 132	sequencing assay	ERX9850264	20180217_Lane1_Skin_B4_S217_L001_R1_001.fastq.gz	20180217_Lane1_Skin_B4_S217_L001_R1_001.fastq.gz	ERR10315921	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/021/ERR10315921/ERR10315921.fastq.gz	217
Sample 217	ERS13532129	SAMEA111438707	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 217	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1217_S217_L001	group 132	sequencing assay	ERX9850264	P8467_1217_S217_L001_R1_001.fastq.gz	P8467_1217_S217_L001_R1_001.fastq.gz	ERR10315922	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/022/ERR10315922/ERR10315922.fastq.gz	217
Sample 217	ERS13532129	SAMEA111438707	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 217	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1217_S217_L002	group 132	sequencing assay	ERX9850264	P8467_1217_S217_L002_R1_001.fastq.gz	P8467_1217_S217_L002_R1_001.fastq.gz	ERR10315923	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/023/ERR10315923/ERR10315923.fastq.gz	217
Sample 217	ERS13532129	SAMEA111438707	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 217	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_B4_S217_L003	group 132	sequencing assay	ERX9850264	20180217_Lane3_Skin_B4_S217_L003_R1_001.fastq.gz	20180217_Lane3_Skin_B4_S217_L003_R1_001.fastq.gz	ERR10315924	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/024/ERR10315924/ERR10315924.fastq.gz	217
Sample 218	ERS13532130	SAMEA111438708	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 218	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1218_S218_L002	group 133	sequencing assay	ERX9850265	P8467_1218_S218_L002_R1_001.fastq.gz	P8467_1218_S218_L002_R1_001.fastq.gz	ERR10315925	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/025/ERR10315925/ERR10315925.fastq.gz	218
Sample 218	ERS13532130	SAMEA111438708	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 218	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1218_S218_L001	group 133	sequencing assay	ERX9850265	P8467_1218_S218_L001_R1_001.fastq.gz	P8467_1218_S218_L001_R1_001.fastq.gz	ERR10315926	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/026/ERR10315926/ERR10315926.fastq.gz	218
Sample 218	ERS13532130	SAMEA111438708	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 218	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_D4_S218_L001	group 133	sequencing assay	ERX9850265	20180217_Lane1_Skin_D4_S218_L001_R1_001.fastq.gz	20180217_Lane1_Skin_D4_S218_L001_R1_001.fastq.gz	ERR10315927	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/027/ERR10315927/ERR10315927.fastq.gz	218
Sample 218	ERS13532130	SAMEA111438708	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 218	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_D4_S218_L002	group 133	sequencing assay	ERX9850265	20180217_Lane2_Skin_D4_S218_L002_R1_001.fastq.gz	20180217_Lane2_Skin_D4_S218_L002_R1_001.fastq.gz	ERR10315928	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/028/ERR10315928/ERR10315928.fastq.gz	218
Sample 218	ERS13532130	SAMEA111438708	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 218	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_D4_S218_L003	group 133	sequencing assay	ERX9850265	20180217_Lane3_Skin_D4_S218_L003_R1_001.fastq.gz	20180217_Lane3_Skin_D4_S218_L003_R1_001.fastq.gz	ERR10315929	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/029/ERR10315929/ERR10315929.fastq.gz	218
Sample 219	ERS13532131	SAMEA111438709	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 219	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1219_S219_L002	group 134	sequencing assay	ERX9850266	P8467_1219_S219_L002_R1_001.fastq.gz	P8467_1219_S219_L002_R1_001.fastq.gz	ERR10315930	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/030/ERR10315930/ERR10315930.fastq.gz	219
Sample 219	ERS13532131	SAMEA111438709	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 219	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_F4_S219_L002	group 134	sequencing assay	ERX9850266	20180217_Lane2_Skin_F4_S219_L002_R1_001.fastq.gz	20180217_Lane2_Skin_F4_S219_L002_R1_001.fastq.gz	ERR10315931	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/031/ERR10315931/ERR10315931.fastq.gz	219
Sample 219	ERS13532131	SAMEA111438709	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 219	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_F4_S219_L003	group 134	sequencing assay	ERX9850266	20180217_Lane3_Skin_F4_S219_L003_R1_001.fastq.gz	20180217_Lane3_Skin_F4_S219_L003_R1_001.fastq.gz	ERR10315932	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/032/ERR10315932/ERR10315932.fastq.gz	219
Sample 219	ERS13532131	SAMEA111438709	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 219	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_F4_S219_L001	group 134	sequencing assay	ERX9850266	20180217_Lane1_Skin_F4_S219_L001_R1_001.fastq.gz	20180217_Lane1_Skin_F4_S219_L001_R1_001.fastq.gz	ERR10315933	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/033/ERR10315933/ERR10315933.fastq.gz	219
Sample 219	ERS13532131	SAMEA111438709	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 219	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1219_S219_L001	group 134	sequencing assay	ERX9850266	P8467_1219_S219_L001_R1_001.fastq.gz	P8467_1219_S219_L001_R1_001.fastq.gz	ERR10315934	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/034/ERR10315934/ERR10315934.fastq.gz	219
Sample 22	ERS13532132	SAMEA111438710	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 22	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1022_S22_L001	group 135	sequencing assay	ERX9850267	P8467_1022_S22_L001_R1_001.fastq.gz	P8467_1022_S22_L001_R1_001.fastq.gz	ERR10315935	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/035/ERR10315935/ERR10315935.fastq.gz	22
Sample 22	ERS13532132	SAMEA111438710	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 22	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_K3_S22_L001	group 135	sequencing assay	ERX9850267	20180217_Lane1_Skin_K3_S22_L001_R1_001.fastq.gz	20180217_Lane1_Skin_K3_S22_L001_R1_001.fastq.gz	ERR10315936	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/036/ERR10315936/ERR10315936.fastq.gz	22
Sample 22	ERS13532132	SAMEA111438710	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 22	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1022_S22_L002	group 135	sequencing assay	ERX9850267	P8467_1022_S22_L002_R1_001.fastq.gz	P8467_1022_S22_L002_R1_001.fastq.gz	ERR10315937	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/037/ERR10315937/ERR10315937.fastq.gz	22
Sample 22	ERS13532132	SAMEA111438710	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 22	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_K3_S22_L002	group 135	sequencing assay	ERX9850267	20180217_Lane2_Skin_K3_S22_L002_R1_001.fastq.gz	20180217_Lane2_Skin_K3_S22_L002_R1_001.fastq.gz	ERR10315938	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/038/ERR10315938/ERR10315938.fastq.gz	22
